"","apd_15_m","apd_15_sd","apd_7_m","apd_7_sd","apd_5_m","apd_5_sd"
"1",200,0,200,0,200,0
"2",189.676767676768,6.49933792990546,189.717171717172,7.9578486530279,190.090909090909,7.96816485810484
"3",185.181818181818,8.262731223556,185.111111111111,8.47070448470021,184.49494949495,8.58495805722788
"4",183.79797979798,9.2394228527895,182.131313131313,9.23353080436915,180.151515151515,10.1059324225858
"5",182.676767676768,9.72355469857024,179.131313131313,10.7063270104182,176.272727272727,11.4212638975158
"6",182.060606060606,10.7559363597913,176.868686868687,11.1754527504016,173.929292929293,12.2717965396789
"7",181.666666666667,11.2049551720729,175.717171717172,11.4660460633714,171.121212121212,13.0691041862117
"8",182.141414141414,11.902675141783,174.151515151515,12.5025414856044,168.212121212121,13.7783272045842
"9",181.555555555556,12.4435232085318,171.808080808081,13.677537646632,165.393939393939,14.9200715253922
"10",181.747474747475,12.8041315353426,170.474747474747,13.804275760514,163.464646464646,15.299935394897
"11",182.242424242424,13.0384759572417,168.484848484848,13.9088605119943,160.777777777778,15.2399552436241
"12",182.565656565657,13.6689441063635,167.525252525253,13.83159901505,158.626262626263,16.2597448699679
"13",182.111111111111,13.8474847704238,165.49494949495,13.8131656639848,156.232323232323,16.5466738027699
"14",182.242424242424,14.263619277007,164.525252525253,14.3863196314284,154.131313131313,17.6477127295472
"15",181.909090909091,15.3802755403059,163.838383838384,13.6693512906907,152.040404040404,17.3851444864481
"16",182.919191919192,15.173605418,162.979797979798,14.6056878758283,149.161616161616,17.836391983639
"17",182.949494949495,15.0335500562356,161.555555555556,15.034804670295,146.888888888889,18.1551639299749
"18",183.515151515152,14.7636921135517,159.929292929293,15.9080601603834,144.89898989899,18.2295426014774
"19",184.010101010101,15.3659409678167,158.636363636364,16.1848092960051,142.79797979798,18.0599793194786
"20",183.909090909091,15.3277731845749,157.939393939394,16.1995327356511,140.757575757576,18.2980376493815
"21",183.575757575758,16.1233073208024,157.383838383838,16.99742301639,138.676767676768,18.6765313187041
"22",183.49494949495,16.4883222357669,156.040404040404,17.4817217616988,137.050505050505,18.9851573267622
"23",183.111111111111,15.8338882824336,155.484848484848,18.2987473845659,135.161616161616,18.6168165534782
"24",183.474747474747,15.1989147265241,154.393939393939,18.2537768984261,132.69696969697,18.6473473221296
"25",183.40404040404,16.3675383011364,153.20202020202,18.4744610249624,131.49494949495,18.6445668276659
"26",183.131313131313,16.8563235059025,152.535353535354,18.9000124885571,129.121212121212,18.095705165993
"27",183.212121212121,17.4398515763629,151.010101010101,19.2048542702285,126.484848484848,17.9200968225585
"28",183.222222222222,17.4820932032306,149.808080808081,19.7441165443241,124.565656565657,17.7201382130336
"29",182.878787878788,18.2081349431403,149.363636363636,20.2602730532673,123.010101010101,18.4365956779926
"30",182.717171717172,18.4855378684673,148.111111111111,20.7614678853118,120.737373737374,18.5034943520527
"31",182.050505050505,18.944265050768,147.050505050505,20.9047273910315,118.444444444444,18.3153901061165
"32",181.151515151515,19.8696587670152,145.131313131313,21.2749956064393,117.30303030303,18.5183056402249
"33",180.343434343434,20.7591443416923,143.151515151515,20.3526880521025,115.484848484848,19.1627634432754
"34",180.383838383838,21.0139443842858,142.353535353535,20.1120905515396,114.525252525253,18.7002910783542
"35",180.383838383838,21.248148572747,141.262626262626,19.4535479470004,112.353535353535,18.715001693672
"36",180.49494949495,22.0034198350211,139.878787878788,19.7061436226105,110.626262626263,18.422804113373
"37",180.353535353535,21.8044711438625,139.040404040404,20.0305476872554,109.070707070707,18.5973733745851
"38",180.373737373737,22.0011993451312,138.111111111111,19.3827657979279,106.878787878788,18.7569158550472
"39",180.161616161616,22.2567151392549,136.929292929293,18.978641338251,105.525252525253,19.1744640104656
"40",179.59595959596,22.4358128400615,136.010101010101,19.265860123966,104.434343434343,19.1791562114419
"41",179.484848484848,23.3130267676389,134.535353535354,19.7284178804996,103.080808080808,19.6679978166526
"42",179.444444444444,23.7904209080909,132.89898989899,19.6679034861551,101.292929292929,19.0494804285311
"43",180.131313131313,24.1748083016465,132.292929292929,20.1915584125546,99.6262626262626,19.2542525695483
"44",180.858585858586,24.607121128338,131.474747474747,20.2667634994269,98.1616161616162,19.2389417326947
"45",180.757575757576,25.4787189747383,131.060606060606,20.6203872673991,96.7373737373737,19.0544792840809
"46",180.060606060606,26.3356738663792,129.787878787879,20.6887886070203,95.4848484848485,19.3434920956998
"47",180.474747474747,26.1632798583393,128.838383838384,20.9789530442002,94.0505050505051,19.768751747662
"48",180.242424242424,25.5279322444127,128.151515151515,20.9461718466127,92.0505050505051,19.9772185237686
"49",179.838383838384,25.1747796823576,126.373737373737,20.8950662366111,91.1414141414141,19.8329812413206
"50",180.121212121212,25.6603691605274,125,20.7014738704316,89.8787878787879,19.3460815666935
"51",180.555555555556,25.8655164903131,124.040404040404,20.641704956436,88.3030303030303,19.6112496586154
"52",180,25.9481429479834,123.343434343434,21.3446746291366,87.4141414141414,19.6671331034905
"53",180.575757575758,26.1920267152207,122.868686868687,21.7380727158814,85.8686868686869,19.1133282189427
"54",180.555555555556,26.2092140762429,121.575757575758,22.181114834191,84.5959595959596,19.2194200213621
"55",180.515151515152,26.6689315673912,120.222222222222,22.0877450348745,82.6969696969697,19.5961546339543
"56",180.50505050505,27.1662957963235,119.363636363636,22.2175948593858,81.4646464646465,19.607533501866
"57",179.525252525253,27.8283160131809,118.757575757576,22.4176911321334,80.3232323232323,19.3337118509424
"58",179.939393939394,29.0126004229613,117.252525252525,22.6505590480827,79.1010101010101,18.9130637010803
"59",180.080808080808,29.6213094722456,116.79797979798,22.7394199654902,77.9090909090909,19.4585330471954
"60",179.585858585859,29.5593522964202,116.606060606061,22.3505550229301,75.8989898989899,18.5579593735988
"61",178.979797979798,29.6799182427706,115.505050505051,22.499602598474,74.9292929292929,18.4043320794553
"62",179.838383838384,29.7827874789186,114.343434343434,22.7435398390721,73.4747474747475,18.4602957470414
"63",179.858585858586,29.9836724619638,113.131313131313,22.7024436627005,72.3030303030303,18.3733694517167
"64",179.616161616162,30.6430093471768,111.838383838384,22.9776764205587,71.0606060606061,18.1151747088176
"65",180.111111111111,30.6836687562728,110.717171717172,22.0731808846884,70.2727272727273,18.2699810561535
